image_name,date,street,block,parcel,text_en,text_es,ad_product,ad_company,business_name,establishment_kind,open_space_kind,street_art,notes,notes2
street_views_000088,2018-01-01,"South Central Avenue, West",4100,3376,"m and k market, digicel, blue bunny, glass and screens",,,,"m and k market, glass and screens","Mini Market, Hardware Store",parking lot,handpainted signs,,
street_views_000089,2018-01-01,"South Central Avenue,  East",4100,3376,"janeths beauty salon and barber shop, las alondras bakery, pizza, hair color, eyebrow wax, make up for all ocassions, pro club, atm, ebt, fisher price, disney, we accept ebt, rodeos discount store,","tortas, cortes, perla accesorios, juguetes, accesorios, jugueteria, perfumeria y mucho mas, ropa para recien nacidos y toad las edade, sistema de apartado lay away,",,,"rodeos discount store, janeths beauty salon and barber shop, los alondras bakery, perla accesorios","Discount Store, Beauty Salon and Barber Shop, Bakery, Clothing Store",,handpainted signs,,
street_views_000090,2018-01-01,"South Central Avenue, East",4100,3366,"california wic, WIC, ob/gyn, family clinic, all safe medical group, the baby store, colimas party supply"," obstetricia, ginecología, clinica de familia,",,,"California WIC, All Safe Medical Group, The Baby Store, Colimas Party Supply","Government Servies, Doctor, Clothing Store, Party Supply",,handpainted signs,,
street_views_000091,2018-01-01,"South Central Avenue, West",4100,3368,"Los 3 Migueles Market, market open, blue bunny, milk, EBT, Happy Kids, zumba, for rent, mobile wash, car wash at your place now","articulos para el hogar de limpieza, de belleza, de ferrereteria y escolares, frutas y verduras frescas productos latinos, sodas mexicanas, variedad en ropa para niños y todo lo que el bebe necesita, ",mobile wash,,"Los 3 Migueles Market, Happy Kids","Mini Market, Toy Store",,"street art, handpainted signs",,
street_views_000092,2018-01-01,"South Central Avenue, West",4100,3368,"all famous barber shop, knight owls tattoos, body piercing, solidarity house of the south",casa solidaria del sur,regala scratchers ,,"tattoos, barber shop, solidarity house of the south","Tattoo Shop, Beauty Salon and Barber Shop, Community Center",,,,
street_views_000093,2018-01-01,"South Central Avenue, West",4100,3368,"preciosa perfumes, perfumeria beauty supply, atm, ebt cash, hair, ropa, cristinas fashion,  karate, azteca taekwondo foundation, women, men, teens, children, lose weight, selft disipline, concentration, selft defence, hapkido, karate, kick boxing, azteca taekwondo center, mailbox,real estate, income, tax,","ropa para damas y caballeros, ropa para damas y accesorios, servicios legales, illenamos formas, immigracion, ciudadania, divorcios, bodas, compra, y venta de casas, refinanciamientos, bancarrotas, paqueteria y mensajeria a mexico, estafeta, agencia de viajes, paquetes turisticos, envios de dinero, agencia de viajes auto, hermano, especial 4 weeks for 49.99",,,"Cristinas Fashion, Azteca Taekwondo Center, Preciosa Perfumes, Legal Services and Travel Center","Clothing Store, Martial Arts, Travel Agency, Legal Services, Perfume Shop",,,,
street_views_000094,2018-01-01,"South Central Avenue, East",4100,3365,"93.5 hip hop back in the day, westland car wash",,93.5,,Westland Car Wash,Car Wash,,,,
street_views_000095,2018-01-01,"South Central Avenue, West",4200,3358,somerville apartments,,,,,apartments,,,,
street_views_000096,2018-01-01,"South Central Avenue, West",4200,3358,hotel dunbar,,,,hotel dunbar,hotel,,,,
street_views_000097,2018-01-01,"South Central Avenue, East",4200,3356,"Dianas Salon, unisex, avon, Anys Thrift store, plus size","mary kay y jafra,vendemos,  y más",,,"Anys Thrift Store, Dianas salon","Hair Salon, Thrift Store",parking,,,
street_views_000098,2018-01-01,"South Central Avenue, East",4200,776,"Produce, Meat Market, Hoy, Central Avenue Jazz Park, welcomes you, city of los angeles, recreation and parks department","Mercado Garibalde, La Jungla Del Encanto,",,,"Mercado Garibalde, La Jungla Del Encanto","Grocery Store, ",Park,handpainted signs,,
street_views_000099,2018-01-01,"South Central Avenue, East",4200,4185,"agape funeral home, use crosswalk",,,,Agape Funeral Home,Funeral Home,,,,
street_views_000100,2018-01-01,"South Central Avenue, West",4300,4183,"lets keep our community, clean and green, united acceptance insurance, you work so hard for your hobbies, you worked so hard for your hobbies, insure it today, auto insurance, real quotes, real people, real service, no license, tickets, accidents, dui","aseguranza de autos, en 5 minutos puede saber cuanto se ahorra, hablamos español",clean and green,,United Acceptance Insurance,"Insurance, Apartments",,,,
street_views_000101,2018-01-01,"South Central Avenue, West",4200,4183,"MAOF, best prices in town, wholesale prices, clearance sale, juniors, kids, plus sizes, diegos thrift shop, merry christmas, ", LA segunda diegos,,,"Mexican American Oppurtunity Foundation, Diegos Thrift Shop, 4.99 and up","Foundation, Clothing store, Thrift Store",,,,
street_views_000102,2018-01-01,"South Central Avenue, West",4200,4183,"99 cent up, el durango store, footwear, wholesale, retail, ","alteraciones yisel, ropa para damas y niños, yisel fashion, mayoreo, menudeo, se hacen bastillas",,,"99 cent El Durango Store, JC Footwear, Alteracioes Yisel","Footwear store, General Store, Tailor Store",,,,
street_views_000103,2018-01-01,"South Central Avenue, East",4200,4185,"KFC, Taco Bell, Nacho Fries, fill ups, honey mustard",,,,"KFC, Taco Bell",Fast Food,,,,
street_views_000104,2018-01-01,"South Central Avenue, East",4300,4175,"Panda King, Chinese Food,  the commuter, lives are on the line, dollar tree, family farms market, wells fargo atm, produce, liquor,  ","te ayudanis a cuidar, Los Roles Cambian,",,,"Panda King Chinese Food, Dollar Tree, Wells Fargo, Family Farms Market, ","Fast Food, General Store, Bank, Grocery",,,,
street_views_000105,2018-01-01,"South Central Avenue, West",4300,4176,"Central Avenue Constituent Services Center, curren d price junior, councilmember 9th district, field office",,,,Central Avenue Constituent Services Center,Community Center,,mural,,
street_views_000106,2018-01-01,"South Central Avenue, East",4300,569,"United States Post Office, col leon h washington jr station",,,,,Post Office,parking lot,,,
street_views_000107,2018-01-01,"South Central Avenue, West",4300,4169,"Parking in rear, autozone, pizza hut, now hiring",,,,"Pizza Hut, AutoZone","Fast food, automotive services",,,,
street_views_000108,2018-01-01,"South Central Avenue, West",4300,4169,"Grandys Goody, Donuts, ice cream and croissant, smoothie, iced coffee, mothers educational center, top nails, millionaire made here, are you next",,,,"Grandys Goody Donuts, Mothers Educational Center, Top Nails ","Nail Salon, Dessert Store, Educational Center",,,,
street_views_000109,2018-01-01,"South Central Avenue, West",4300,4169,"Botica Pharmacy, Dentista, free lifeline phone, talk, text, data, oportun, loans, establish credit history, welcome,","bienvenido, pagos cómodos y fijos, prestamos, establece historial de crédito,Medica, ",,,"Oportun Loans, Botica Pharmacy, Dentista, Medica","Pharmacy, Loan and Banks, Dentist, Doctor",,,,
street_views_000110,2018-01-01,"South Central Avenue, East",4300,569,western dental,"los carnales, quesadillas, tacos, burritos, tortillas, hechas a mano, tortas",,,"Western Dental, Los Carnales","Dentist, Restaurant",parking lot,handpainted sign,,
street_views_000111,2018-01-01,"South Central Avenue, East",4400,8107,"Louisiana famous fried chicken, grads not graves, lets keep our community, clean and green",,,,Louisiana Famous Fried Chicken,Fast Food,,,,
street_views_000112,2018-01-01,"South Central Avenue, West",4400,8108,"juiciest, butteriest, craviest, jack in the box, salon lazaros en concierto tierra cali, sonora santanera, los bonadosos los cadetes la luz roja mar azul grup la migra",,,,Jack in the Box,Fast Food,open lot,,,
street_views_000113,2018-01-01,"South Central Avenue, West",4400,8108,"Coming Soon Optomertry, SOFHC, children friendly, grand opening, south central family health center, medical and dental services",,,,South Central Family Health Center,Doctor,,,,
street_views_000114,2018-01-01,"South Central Avenue, West",4400,8108,"South Central Family Health Center, s mark taper foundation building",,,,South Central Family Health Center,Doctor,,,,
street_views_000115,2018-01-01,"South Central Avenue, East",4400,8107,"LA Fuel, we sale disel, unleaded plus, unleaded, unleaded premium, disel",,,,LA Fuel,"Gas Station,",,,,
street_views_000116,2018-01-01,"South Central Avenue, East",4500,4159,"Vernon branch, leon h washington memorial, los angeles public library, return books, boost mobile, stationary, toys, refuse a gift with your purchase, smoke shop, transfast, pure henry, pick and pay, electronics, clothing, ATM, ebt"," envios de dinero aqui, se sacan copias, ",,,,"Public Library, cellular service, Electronics Store",,,,
street_views_000117,2018-01-01,"South Central Avenue, West",4500,4158,"cumbination 2018, yaguaru","soñador, los kiero, jorge meza, y su tropicolombia,mastros kumbia, el potrero club, sabado 20 enero, ",,,central region elementary school,school,,,,
street_views_000118,2018-01-01,"South Central Avenue, East",4500,774,coin laundry,,,,Coin Laundry,Laundromat,,,,
street_views_000119,2018-01-01,"South Central Avenue, East",4600,4092,"EJ Mini Market,méxico, intermex, guatemala, use cross walk, digicel,  barber shop, since 1990, aquarius beauty salon, ombre, balayage, copias and fax, petra business ervices, notary public, income tax,","articulos de consumo diario, siguelaguilar, color fantasia,mechones, rayitos, tintes, cortes, peinados, depilacion, ",,,"Aguilar Barber Shop, Aquarius Beauty Salon, Petra Business Services, EJ Mini Market","Barber Shop, Hair Salon, Convenince Store, Business Services",,handpainted sign,,
street_views_000120,2018-01-01,"South Central Avenue, West",4600,4091,Celerity Himalia Charter School,,,,,School,,street art,,
street_views_000121,2018-01-01,"South Central Avenue, East",4600,4092,"Amberlys Thrifty Shop, Dvds Radios, zapatos, furniture, shoes, repairs unlocks, global wireless, more daya, sold here, computer repair, cell phone, gaming system repair, data recovery, we repair laptops, phones, and pcs, unlimited",,,,"Amberlys Thrifty Shop, Global Wireless","Thrift Shop, Tech store",,handpainted sign,,
street_views_000122,2018-01-01,"South Central Avenue, East",4600,4092,Find your courage in their stories,"iglesia pentecostes, jesucristo sakva y sana, ministros rodolfo e isabel medina, martes oracion, sabado, domingo",find your courage,,,Church,parking lot,,,
street_views_000123,2018-01-01,"South Central Avenue, East",4700,3809,Celerity Himalia Charter School,,,,,School,,,,
street_views_000124,2018-01-01,"South Central Avenue, West",4600,4091,"The gas company, a sempra energy utility, LA department of water and power, HOY, 24 depoistory, SoCalGas",,,,The Gas Company,"Utilities, Energy",,,,
street_views_000125,2018-01-01,"South Central Avenue, West",4700,4091,"Muffles, catalytic, smog check, auto center, firestone auto center, south central auto repair, tienda quetzal, EBT",,,,"Firestore auto center, south central auto repair, smog check, mufflers catalytic, tienda quetzal","Automotive services, Convenience Store",,,,
street_views_000126,2018-01-01,"South Central Avenue, West",4700,3808,,,,,,Apartments,,,,
street_views_000127,2018-01-01,"South Central Avenue, East",4700,3809,"video, atm, jumpers, helium, tank, 99 cent and up, welcome come in, red bull, tigo, lycamobile, mexico, call the world for less, carpets sell, installation, free estimates, sale, central battery shop, open 7 days, batteries new and used, we buy old batteries, battery sale, ","mesas, sillas, manteles, part supply la esquinta, nacionales ilimitados, aquí, los reyes carpet, venta de batterias",,,"Central Battery Shop, Los Reyes Carpets, Video and Party Supply La Esquinta","Convenience Store, cellular service, Carpet Store, Battery Shop",,Handpainted sign,,
street_views_000128,2018-01-01,"South Central Avenue, West",4800,,"metropcs, free samsung and lg, for lease, pacific coast real estate, furniture, dresser, bedroom set, mattres, bunk beds,baby crib, cunas, sofas, dining set"," datos lte sin límites, mueblena rosales,  tenemos gran selecion de, cajoneras, roperos, recamaras, literas comendores, mueblena rosales, ",,,"Muebleria Rosales, MetroPCS","cellular service, Furniture Store",,,,
street_views_000129,2018-01-01,"South Central Avenue, East",4800,3319,"Webbs Liquor Market, atm, ebt, lotto, boost, phone card, fresh coffee and donuts, grocery, 99 cent items, baby items",,,,Webbs Liquor Market,Liquor Store,,,,
street_views_000130,2018-01-01,"South Central Avenue, East",4800,3316," HOY, Potrero, party supply, salsa classes, tessica discount, zumba, in LA discount center, pennzoil, fresh meat, market, fresh produce","Las Morelianas ,carnitas estilo michoacan,",,,"LA Discount Center, Yessica Discount Party Supply, Las Morelianas, Dance Studio, Grocery","Party Supply Store, Restaurant, ",,,,
street_views_000131,2018-01-01,"South Central Avenue, West",4800,3807,"Juanita Tate Legacy Towers, Lets keep our community clean and green",,Clean and Green,,,Apartments,,,,
street_views_000132,2018-01-01,"South Central Avenue, West",4900,3806,,,illegible,,,,parking lot,,,
street_views_000133,2018-01-01,"South Central Avenue, West",4900,3806,"clementes auto electric,",transportes salazar ,,,"Transportation, Automotive Services",,,,,
street_Views_000134,2018-01-01,"South Central Avenue, East",4900,3316,"jesus bike shop, animal, general bike repairs, aerospoke, origin, velocity, oury, children clothing, pants, and women blouses, we install watch batteries, we buy gold, compro oro, pro club, premium quality, 5 pro club tee shirts, slush puppie, huggies, cocacola, mini chiquita market, monster energy","reparacion en, ropa niños regalos, blusas y pantalones, ropa niños regalos, blusas y pantalones, la raquela ",,,"Jesus Bike Shop, La Raquela Mini Chiquita Market","Bike Shop, Convenience Store",,,,
